customer_id,name,email,age,city,gender,signup_date
C0391,Customer_391,user391@example.com,33.0,Mumbai,Other,2023-01-26
C0392,Customer_392,user392@example.com,,Kolkata,Other,2023-01-27
C0393,Customer_393,user393@example.com,29.0,Chennai,M,2023-01-28
C0394,Customer_394,user394@example.com,40.0,Kolkata,M,2023-01-29
C0395,Customer_395,user395@example.com,32.0,Mumbai,Other,2023-01-30
C0396,Customer_396,user396@example.com,45.0,Bengaluru,M,2023-01-31
C0397,Customer_397,user397@example.com,51.0,Chennai,Other,2023-02-01
C0398,Customer_398,user398@example.com,19.0,Hyderabad,,2023-02-02
C0399,Customer_399,user399@example.com,49.0,Pune,M,2023-02-03
C0400,Customer_400,user400@example.com,40.0,Bengaluru,F,2023-02-04
C0401,Customer_401,user401@example.com,39.0,Mumbai,,2023-02-05
C0402,Customer_402,user402@example.com,42.0,Chennai,M,2023-02-06
C0403,Customer_403,user403@example.com,39.0,Pune,F,2023-02-07
C0404,Customer_404,user404@example.com,39.0,Bengaluru,F,2023-02-08
C0405,Customer_405,user405@example.com,59.0,Mumbai,M,2023-02-09
C0406,Customer_406,user406@example.com,23.0,Kolkata,F,2023-02-10
C0407,Customer_407,user407@example.com,32.0,Hyderabad,Other,2023-02-11
C0408,Customer_408,user408@example.com,60.0,Kolkata,Other,2023-02-12
C0409,Customer_409,user409@example.com,54.0,Hyderabad,,2023-02-13
C0410,Customer_410,user410@example.com,50.0,Mumbai,Other,2023-02-14
C0411,Customer_411,user411@example.com,25.0,Hyderabad,Other,2023-02-15
C0412,Customer_412,user412@example.com,61.0,Bengaluru,Other,2023-02-16
C0413,Customer_413,user413@example.com,61.0,Pune,M,2023-02-17
C0414,Customer_414,user414@example.com,,Kolkata,Other,2023-02-18
C0415,Customer_415,user415@example.com,56.0,Hyderabad,Other,2023-02-19
C0416,Customer_416,user416@example.com,,Pune,F,2023-02-20
C0417,Customer_417,user417@example.com,23.0,Delhi,Other,2023-02-21
C0418,Customer_418,user418@example.com,62.0,Hyderabad,M,2023-02-22
C0419,Customer_419,user419@example.com,49.0,Delhi,M,2023-02-23
C0420,Customer_420,user420@example.com,47.0,Pune,F,2023-02-24
C0421,Customer_421,user421@example.com,64.0,Chennai,M,2023-02-25
C0422,Customer_422,user422@example.com,52.0,Pune,M,2023-02-26
C0423,Customer_423,user423@example.com,57.0,Bengaluru,Other,2023-02-27
C0424,Customer_424,user424@example.com,33.0,Chennai,Other,2023-02-28
C0425,Customer_425,user425@example.com,30.0,Kolkata,M,2023-03-01
C0426,Customer_426,user426@example.com,59.0,Chennai,F,2023-03-02
C0427,Customer_427,user427@example.com,47.0,Kolkata,F,2023-03-03
C0428,Customer_428,user428@example.com,36.0,Hyderabad,Other,2023-03-04
C0429,Customer_429,user429@example.com,34.0,Hyderabad,M,2023-03-05
C0430,Customer_430,user430@example.com,36.0,Hyderabad,Other,2023-03-06
C0431,Customer_431,user431@example.com,45.0,Kolkata,F,2023-03-07
C0432,Customer_432,user432@example.com,43.0,Pune,M,2023-03-08
C0433,Customer_433,user433@example.com,54.0,Chennai,Other,2023-03-09
C0434,Customer_434,user434@example.com,43.0,Bengaluru,Other,2023-03-10
C0435,Customer_435,user435@example.com,40.0,Bengaluru,F,2023-03-11
C0436,Customer_436,user436@example.com,26.0,Kolkata,Other,2023-03-12
C0437,Customer_437,user437@example.com,29.0,Delhi,F,2023-03-13
C0438,Customer_438,user438@example.com,18.0,Kolkata,F,2023-03-14
C0439,Customer_439,user439@example.com,18.0,Mumbai,M,2023-03-15
C0440,Customer_440,user440@example.com,64.0,Bengaluru,M,2023-03-16
C0441,Customer_441,user441@example.com,51.0,Hyderabad,Other,2023-03-17
C0442,Customer_442,user442@example.com,49.0,Delhi,F,2023-03-18
C0443,Customer_443,user443@example.com,42.0,Kolkata,F,2023-03-19
C0444,Customer_444,user444@example.com,57.0,Hyderabad,M,2023-03-20
C0445,Customer_445,user445@example.com,62.0,Chennai,M,2023-03-21
C0446,Customer_446,user446@example.com,18.0,Chennai,F,2023-03-22
C0447,Customer_447,user447@example.com,33.0,Pune,M,2023-03-23
C0448,Customer_448,user448@example.com,56.0,Hyderabad,Other,2023-03-24
C0449,Customer_449,user449@example.com,22.0,Bengaluru,F,2023-03-25
C0450,Customer_450,user450@example.com,39.0,Mumbai,M,2023-03-26
C0451,Customer_451,user451@example.com,46.0,Hyderabad,Other,2023-03-27
C0452,Customer_452,user452@example.com,20.0,Kolkata,F,2023-03-28
C0453,Customer_453,user453@example.com,29.0,Bengaluru,Other,2023-03-29
C0454,Customer_454,user454@example.com,43.0,Delhi,Other,2023-03-30
C0455,Customer_455,user455@example.com,33.0,Hyderabad,F,2023-03-31
C0456,Customer_456,user456@example.com,54.0,Delhi,Other,2023-04-01
C0457,Customer_457,user457@example.com,,Bengaluru,M,2023-04-02
C0458,Customer_458,user458@example.com,46.0,Kolkata,M,2023-04-03
C0459,Customer_459,user459@example.com,31.0,Bengaluru,M,2023-04-04
C0460,Customer_460,user460@example.com,45.0,Bengaluru,Other,2023-04-05
C0461,Customer_461,user461@example.com,22.0,Bengaluru,M,2023-04-06
C0462,Customer_462,user462@example.com,64.0,Chennai,Other,2023-04-07
C0463,Customer_463,user463@example.com,47.0,Pune,M,2023-04-08
C0464,Customer_464,user464@example.com,,Bengaluru,,2023-04-09
C0465,Customer_465,user465@example.com,22.0,Chennai,Other,2023-04-10
C0466,Customer_466,user466@example.com,29.0,Mumbai,Other,2023-04-11
C0467,Customer_467,user467@example.com,33.0,Chennai,M,2023-04-12
C0468,Customer_468,user468@example.com,43.0,Delhi,F,2023-04-13
C0469,Customer_469,user469@example.com,43.0,Mumbai,M,2023-04-14
C0470,Customer_470,user470@example.com,38.0,Delhi,M,2023-04-15
C0471,Customer_471,user471@example.com,56.0,Pune,F,2023-04-16
C0472,Customer_472,user472@example.com,,Hyderabad,F,2023-04-17
C0473,Customer_473,user473@example.com,50.0,Hyderabad,M,2023-04-18
C0474,Customer_474,user474@example.com,47.0,Chennai,F,2023-04-19
C0475,Customer_475,user475@example.com,54.0,Kolkata,M,2023-04-20
C0476,Customer_476,user476@example.com,40.0,Delhi,Other,2023-04-21
C0477,Customer_477,user477@example.com,27.0,Pune,M,2023-04-22
C0478,Customer_478,user478@example.com,22.0,Hyderabad,Other,2023-04-23
C0479,Customer_479,user479@example.com,53.0,Pune,M,2023-04-24
C0480,Customer_480,user480@example.com,51.0,Pune,F,2023-04-25
C0481,Customer_481,user481@example.com,48.0,Hyderabad,Other,2023-04-26
C0482,Customer_482,user482@example.com,27.0,Hyderabad,F,2023-04-27
C0483,Customer_483,user483@example.com,36.0,Kolkata,Other,2023-04-28
C0484,Customer_484,user484@example.com,49.0,Mumbai,Other,2023-04-29
C0485,Customer_485,user485@example.com,18.0,Mumbai,M,2023-04-30
C0486,Customer_486,user486@example.com,22.0,Bengaluru,M,2023-05-01
C0487,Customer_487,user487@example.com,62.0,Delhi,M,2023-05-02
C0488,Customer_488,user488@example.com,21.0,Hyderabad,M,2023-05-03
C0489,Customer_489,user489@example.com,33.0,Pune,F,2023-05-04
C0490,Customer_490,user490@example.com,41.0,Delhi,M,2023-05-05
C0491,Customer_491,user10@example.com,33.0,Bengaluru,M,2023-05-06
C0492,Customer_492,user9@example.com,19.0,Pune,Other,2023-05-07
C0493,Customer_493,user8@example.com,45.0,Chennai,F,2023-05-08
C0494,Customer_494,user7@example.com,49.0,Bengaluru,F,2023-05-09
C0495,Customer_495,user6@example.com,44.0,Hyderabad,Other,2023-05-10
C0496,Customer_496,user5@example.com,37.0,Chennai,Other,2023-05-11
C0497,Customer_497,user4@example.com,41.0,Chennai,M,2023-05-12
C0498,Customer_498,user3@example.com,29.0,Bengaluru,,2023-05-13
C0499,Customer_499,user2@example.com,52.0,Hyderabad,,2023-05-14
C0500,Customer_500,user1@example.com,50.0,Pune,Other,2023-05-15
