customer_id,name,email,age,city,gender,signup_date,age_group
C0347,Customer_347,user347@example.com,52.0,Hyderabad,Other,2022-12-13,Senior
C0348,Customer_348,user348@example.com,42.0,Pune,Other,2022-12-14,Adult
C0349,Customer_349,user349@example.com,38.0,Mumbai,M,2022-12-15,Adult
C0350,Customer_350,user350@example.com,49.0,Chennai,M,2022-12-16,Senior
C0351,Customer_351,user351@example.com,40.0,Delhi,Other,2022-12-17,Adult
C0352,Customer_352,user352@example.com,50.0,Hyderabad,Unknown,2022-12-18,Senior
C0353,Customer_353,user353@example.com,20.0,Pune,M,2022-12-19,Youth
C0354,Customer_354,user354@example.com,35.0,Bengaluru,M,2022-12-20,Adult
C0355,Customer_355,user355@example.com,42.0,Kolkata,Other,2022-12-21,Adult
C0356,Customer_356,user356@example.com,59.0,Bengaluru,M,2022-12-22,Senior
C0357,Customer_357,user357@example.com,48.0,Delhi,Other,2022-12-23,Senior
C0358,Customer_358,user358@example.com,20.0,Chennai,M,2022-12-24,Youth
C0359,Customer_359,user359@example.com,57.0,Chennai,F,2022-12-25,Senior
C0360,Customer_360,user360@example.com,63.0,Pune,M,2022-12-26,Senior
C0361,Customer_361,user361@example.com,41.0,Pune,Other,2022-12-27,Adult
C0362,Customer_362,user362@example.com,49.0,Mumbai,M,2022-12-28,Senior
C0363,Customer_363,user363@example.com,64.0,Kolkata,Other,2022-12-29,Senior
C0364,Customer_364,user364@example.com,39.0,Kolkata,Unknown,2022-12-30,Adult
C0365,Customer_365,user365@example.com,40.0,Delhi,M,2022-12-31,Adult
C0366,Customer_366,user366@example.com,42.0,Bengaluru,Other,2023-01-01,Adult
C0367,Customer_367,user367@example.com,44.0,Mumbai,Unknown,2023-01-02,Adult
C0368,Customer_368,user368@example.com,59.0,Chennai,F,2023-01-03,Senior
C0369,Customer_369,user369@example.com,19.0,Mumbai,Other,2023-01-04,Youth
C0370,Customer_370,user370@example.com,43.0,Bengaluru,Other,2023-01-05,Adult
C0371,Customer_371,user371@example.com,34.0,Chennai,Other,2023-01-06,Adult
C0372,Customer_372,user372@example.com,42.0,Pune,Other,2023-01-07,Adult
C0373,Customer_373,user373@example.com,50.0,Hyderabad,F,2023-01-08,Senior
C0374,Customer_374,user374@example.com,26.0,Hyderabad,F,2023-01-09,Adult
C0375,Customer_375,user375@example.com,60.0,Pune,M,2023-01-10,Senior
C0376,Customer_376,user376@example.com,56.0,Delhi,Other,2023-01-11,Senior
C0377,Customer_377,user377@example.com,46.0,Mumbai,Other,2023-01-12,Senior
C0378,Customer_378,user378@example.com,42.0,Chennai,F,2023-01-13,Adult
C0379,Customer_379,user379@example.com,43.0,Pune,M,2023-01-14,Adult
C0380,Customer_380,user380@example.com,52.0,Kolkata,F,2023-01-15,Senior
C0381,Customer_381,user381@example.com,42.0,Pune,F,2023-01-16,Adult
C0382,Customer_382,user382@example.com,41.0,Delhi,M,2023-01-17,Adult
C0383,Customer_383,user383@example.com,30.0,Mumbai,Unknown,2023-01-18,Adult
C0384,Customer_384,user384@example.com,24.0,Pune,Other,2023-01-19,Youth
C0385,Customer_385,user385@example.com,53.0,Kolkata,F,2023-01-20,Senior
C0386,Customer_386,user386@example.com,62.0,Bengaluru,F,2023-01-21,Senior
C0387,Customer_387,user387@example.com,37.0,Kolkata,F,2023-01-22,Adult
C0388,Customer_388,user388@example.com,18.0,Pune,M,2023-01-23,Youth
C0389,Customer_389,user389@example.com,42.0,Chennai,Unknown,2023-01-24,Adult
C0390,Customer_390,user390@example.com,63.0,Kolkata,F,2023-01-25,Senior
C0391,Customer_391,user391@example.com,33.0,Mumbai,Other,2023-01-26,Adult
C0392,Customer_392,user392@example.com,42.0,Kolkata,Other,2023-01-27,Adult
C0393,Customer_393,user393@example.com,29.0,Chennai,M,2023-01-28,Adult
C0394,Customer_394,user394@example.com,40.0,Kolkata,M,2023-01-29,Adult
C0395,Customer_395,user395@example.com,32.0,Mumbai,Other,2023-01-30,Adult
C0396,Customer_396,user396@example.com,45.0,Bengaluru,M,2023-01-31,Senior
C0397,Customer_397,user397@example.com,51.0,Chennai,Other,2023-02-01,Senior
C0398,Customer_398,user398@example.com,19.0,Hyderabad,Unknown,2023-02-02,Youth
C0399,Customer_399,user399@example.com,49.0,Pune,M,2023-02-03,Senior
C0400,Customer_400,user400@example.com,40.0,Bengaluru,F,2023-02-04,Adult
C0401,Customer_401,user401@example.com,39.0,Mumbai,Unknown,2023-02-05,Adult
C0402,Customer_402,user402@example.com,42.0,Chennai,M,2023-02-06,Adult
C0403,Customer_403,user403@example.com,39.0,Pune,F,2023-02-07,Adult
C0404,Customer_404,user404@example.com,39.0,Bengaluru,F,2023-02-08,Adult
C0405,Customer_405,user405@example.com,59.0,Mumbai,M,2023-02-09,Senior
C0406,Customer_406,user406@example.com,23.0,Kolkata,F,2023-02-10,Youth
C0407,Customer_407,user407@example.com,32.0,Hyderabad,Other,2023-02-11,Adult
C0408,Customer_408,user408@example.com,60.0,Kolkata,Other,2023-02-12,Senior
C0409,Customer_409,user409@example.com,54.0,Hyderabad,Unknown,2023-02-13,Senior
C0410,Customer_410,user410@example.com,50.0,Mumbai,Other,2023-02-14,Senior
C0411,Customer_411,user411@example.com,25.0,Hyderabad,Other,2023-02-15,Adult
C0412,Customer_412,user412@example.com,61.0,Bengaluru,Other,2023-02-16,Senior
C0413,Customer_413,user413@example.com,61.0,Pune,M,2023-02-17,Senior
C0414,Customer_414,user414@example.com,42.0,Kolkata,Other,2023-02-18,Adult
C0415,Customer_415,user415@example.com,56.0,Hyderabad,Other,2023-02-19,Senior
C0416,Customer_416,user416@example.com,42.0,Pune,F,2023-02-20,Adult
C0417,Customer_417,user417@example.com,23.0,Delhi,Other,2023-02-21,Youth
C0418,Customer_418,user418@example.com,62.0,Hyderabad,M,2023-02-22,Senior
C0419,Customer_419,user419@example.com,49.0,Delhi,M,2023-02-23,Senior
C0420,Customer_420,user420@example.com,47.0,Pune,F,2023-02-24,Senior
C0421,Customer_421,user421@example.com,64.0,Chennai,M,2023-02-25,Senior
C0422,Customer_422,user422@example.com,52.0,Pune,M,2023-02-26,Senior
C0423,Customer_423,user423@example.com,57.0,Bengaluru,Other,2023-02-27,Senior
C0424,Customer_424,user424@example.com,33.0,Chennai,Other,2023-02-28,Adult
C0425,Customer_425,user425@example.com,30.0,Kolkata,M,2023-03-01,Adult
C0426,Customer_426,user426@example.com,59.0,Chennai,F,2023-03-02,Senior
C0427,Customer_427,user427@example.com,47.0,Kolkata,F,2023-03-03,Senior
C0428,Customer_428,user428@example.com,36.0,Hyderabad,Other,2023-03-04,Adult
C0429,Customer_429,user429@example.com,34.0,Hyderabad,M,2023-03-05,Adult
C0430,Customer_430,user430@example.com,36.0,Hyderabad,Other,2023-03-06,Adult
C0431,Customer_431,user431@example.com,45.0,Kolkata,F,2023-03-07,Senior
C0432,Customer_432,user432@example.com,43.0,Pune,M,2023-03-08,Adult
C0433,Customer_433,user433@example.com,54.0,Chennai,Other,2023-03-09,Senior
C0434,Customer_434,user434@example.com,43.0,Bengaluru,Other,2023-03-10,Adult
C0435,Customer_435,user435@example.com,40.0,Bengaluru,F,2023-03-11,Adult
C0436,Customer_436,user436@example.com,26.0,Kolkata,Other,2023-03-12,Adult
C0437,Customer_437,user437@example.com,29.0,Delhi,F,2023-03-13,Adult
C0438,Customer_438,user438@example.com,18.0,Kolkata,F,2023-03-14,Youth
C0439,Customer_439,user439@example.com,18.0,Mumbai,M,2023-03-15,Youth
C0440,Customer_440,user440@example.com,64.0,Bengaluru,M,2023-03-16,Senior
C0441,Customer_441,user441@example.com,51.0,Hyderabad,Other,2023-03-17,Senior
C0442,Customer_442,user442@example.com,49.0,Delhi,F,2023-03-18,Senior
C0443,Customer_443,user443@example.com,42.0,Kolkata,F,2023-03-19,Adult
C0444,Customer_444,user444@example.com,57.0,Hyderabad,M,2023-03-20,Senior
C0445,Customer_445,user445@example.com,62.0,Chennai,M,2023-03-21,Senior
C0446,Customer_446,user446@example.com,18.0,Chennai,F,2023-03-22,Youth
C0447,Customer_447,user447@example.com,33.0,Pune,M,2023-03-23,Adult
C0448,Customer_448,user448@example.com,56.0,Hyderabad,Other,2023-03-24,Senior
C0449,Customer_449,user449@example.com,22.0,Bengaluru,F,2023-03-25,Youth
C0450,Customer_450,user450@example.com,39.0,Mumbai,M,2023-03-26,Adult
C0451,Customer_451,user451@example.com,46.0,Hyderabad,Other,2023-03-27,Senior
C0452,Customer_452,user452@example.com,20.0,Kolkata,F,2023-03-28,Youth
C0453,Customer_453,user453@example.com,29.0,Bengaluru,Other,2023-03-29,Adult
C0454,Customer_454,user454@example.com,43.0,Delhi,Other,2023-03-30,Adult
C0455,Customer_455,user455@example.com,33.0,Hyderabad,F,2023-03-31,Adult
C0456,Customer_456,user456@example.com,54.0,Delhi,Other,2023-04-01,Senior
C0457,Customer_457,user457@example.com,42.0,Bengaluru,M,2023-04-02,Adult
C0458,Customer_458,user458@example.com,46.0,Kolkata,M,2023-04-03,Senior
C0459,Customer_459,user459@example.com,31.0,Bengaluru,M,2023-04-04,Adult
C0460,Customer_460,user460@example.com,45.0,Bengaluru,Other,2023-04-05,Senior
C0461,Customer_461,user461@example.com,22.0,Bengaluru,M,2023-04-06,Youth
C0462,Customer_462,user462@example.com,64.0,Chennai,Other,2023-04-07,Senior
C0463,Customer_463,user463@example.com,47.0,Pune,M,2023-04-08,Senior
C0464,Customer_464,user464@example.com,42.0,Bengaluru,Unknown,2023-04-09,Adult
C0465,Customer_465,user465@example.com,22.0,Chennai,Other,2023-04-10,Youth
C0466,Customer_466,user466@example.com,29.0,Mumbai,Other,2023-04-11,Adult
C0467,Customer_467,user467@example.com,33.0,Chennai,M,2023-04-12,Adult
C0468,Customer_468,user468@example.com,43.0,Delhi,F,2023-04-13,Adult
C0469,Customer_469,user469@example.com,43.0,Mumbai,M,2023-04-14,Adult
C0470,Customer_470,user470@example.com,38.0,Delhi,M,2023-04-15,Adult
C0471,Customer_471,user471@example.com,56.0,Pune,F,2023-04-16,Senior
C0472,Customer_472,user472@example.com,42.0,Hyderabad,F,2023-04-17,Adult
C0473,Customer_473,user473@example.com,50.0,Hyderabad,M,2023-04-18,Senior
C0474,Customer_474,user474@example.com,47.0,Chennai,F,2023-04-19,Senior
C0475,Customer_475,user475@example.com,54.0,Kolkata,M,2023-04-20,Senior
C0476,Customer_476,user476@example.com,40.0,Delhi,Other,2023-04-21,Adult
C0477,Customer_477,user477@example.com,27.0,Pune,M,2023-04-22,Adult
C0478,Customer_478,user478@example.com,22.0,Hyderabad,Other,2023-04-23,Youth
C0479,Customer_479,user479@example.com,53.0,Pune,M,2023-04-24,Senior
C0480,Customer_480,user480@example.com,51.0,Pune,F,2023-04-25,Senior
C0481,Customer_481,user481@example.com,48.0,Hyderabad,Other,2023-04-26,Senior
C0482,Customer_482,user482@example.com,27.0,Hyderabad,F,2023-04-27,Adult
C0483,Customer_483,user483@example.com,36.0,Kolkata,Other,2023-04-28,Adult
C0484,Customer_484,user484@example.com,49.0,Mumbai,Other,2023-04-29,Senior
C0485,Customer_485,user485@example.com,18.0,Mumbai,M,2023-04-30,Youth
C0486,Customer_486,user486@example.com,22.0,Bengaluru,M,2023-05-01,Youth
C0487,Customer_487,user487@example.com,62.0,Delhi,M,2023-05-02,Senior
C0488,Customer_488,user488@example.com,21.0,Hyderabad,M,2023-05-03,Youth
C0489,Customer_489,user489@example.com,33.0,Pune,F,2023-05-04,Adult
C0490,Customer_490,user490@example.com,41.0,Delhi,M,2023-05-05,Adult
